"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"5376470985082343378"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7029_c0_g1_i2.p1"	"SMED3_DN7029_c0_g1_i2.p1"	"0.000"	"42.433"	"23"	"14"	"28"	"14"	"663"	"76.1"	"5.59"	"148"	"14"	""	""	""	""	""	"SMED3_DN7029_c0_g1_i2.p1"	""	""	""	""	"0"	"0.973"	"0.105"	"0.163"	"0.108"	"0.168"	"1.550"	""	""	""	"0.954157268545463"	"0.999999999979186"	"0.999999999609416"	"16724925.8333333"	"16273795.7251481"	"1761864.51964598"	"2730422.55933501"	""	"58.10"	"141.44"	"91.46"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"-3040558565664561616"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6586_c0_g1_i1.p1"	"SMED3_DN6586_c0_g1_i1.p1"	"0.000"	"42.379"	"48"	"7"	"97"	"3"	"203"	"23.5"	"8.05"	"716"	"7"	""	""	""	""	""	"SMED3_DN6586_c0_g1_i1.p1"	""	""	""	""	"0"	"2.639"	"4.285"	"2.302"	"1.624"	"0.873"	"0.537"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"2563482.2713267"	"6763781.5530975"	"10984320.4438153"	"5902115.33120057"	"99.13"	"101.21"	""	"50.68"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"2280266559148835941"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7728_c0_g1_i2.p1"	"SMED3_DN7728_c0_g1_i2.p1"	"0.000"	"42.298"	"26"	"5"	"41"	"5"	"348"	"38.3"	"4.98"	"888"	"5"	""	""	""	""	""	"SMED3_DN7728_c0_g1_i2.p1"	""	""	""	""	"0"	"2.462"	"0.400"	"1.404"	"0.162"	"0.570"	"3.514"	"0.874531698980632"	""	"0.999999999971976"	""	"0.999999999979186"	""	"9114119.36739639"	"22438523.8600486"	"3642459.75134045"	"12799969.2633638"	"100.69"	"25.60"	""	"28.07"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"-6014240676846100944"	"False"	"High"	"IsMasterProtein"	"SMED3_DN3628_c0_g1_i6.p1"	"SMED3_DN3628_c0_g1_i6.p1"	"0.000"	"42.288"	"32"	"14"	"58"	"13"	"496"	"55.0"	"8.79"	"502"	"14"	""	""	""	""	""	"SMED3_DN3628_c0_g1_i6.p1"	""	""	""	""	"0"	"2.515"	"0.781"	"1.684"	"0.311"	"0.669"	"2.155"	"0.836692202974169"	""	"0.999999999971976"	""	"0.999999999979186"	""	"7827804.09597567"	"19689390.2065267"	"6116572.2066368"	"13181102.0562807"	"67.07"	"12.49"	""	"31.22"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"8517418282060319470"	"False"	"High"	"IsMasterProtein"	"SMED3_DN105333_c0_g1_i1.p1"	"SMED3_DN105333_c0_g1_i1.p1"	"0.000"	"42.285"	"43"	"5"	"138"	"5"	"113"	"12.7"	"6.13"	"1547"	"5"	""	""	""	""	""	"SMED3_DN105333_c0_g1_i1.p1"	""	""	""	""	"0"	"0.175"	"0.133"	"1.398"	"0.760"	"7.996"	"10.524"	"0.999999960808529"	"0.995715799308928"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.864762638405031"	"98433885.0311956"	"17214861.3636906"	"13080838.1207409"	"137656686.718883"	"105.12"	"163.30"	"148.93"	"70.42"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8824075047188161865"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1185_c0_g1_i2.p1"	"SMED3_DN1185_c0_g1_i2.p1"	"0.000"	"42.235"	"19"	"15"	"51"	"15"	"918"	"102.5"	"9.57"	"202"	"15"	""	""	""	""	""	"SMED3_DN1185_c0_g1_i2.p1"	""	""	""	""	"0"	"7.690"	"1.741"	"3.216"	"0.226"	"0.418"	"1.847"	"0.57801325149029"	"0.999999997659797"	"0.999999999971976"	"0.722117148200188"	"0.999999999979186"	"0.999999999609416"	"1562056.37395302"	"12012828.8358712"	"2719837.58692713"	"5023447.23210122"	"123.21"	"25.30"	"87.35"	"31.59"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"4957748917177710998"	"False"	"High"	"IsMasterProtein"	"SMED3_DN15560_c0_g1_i2.p1"	"SMED3_DN15560_c0_g1_i2.p1"	"0.000"	"42.181"	"36"	"8"	"132"	"5"	"244"	"27.6"	"4.31"	"2063"	"8"	""	""	""	""	""	"SMED3_DN15560_c0_g1_i2.p1"	""	""	""	""	"0"	"3.681"	"0.165"	"1.140"	"0.045"	"0.310"	"6.928"	"0.788398637834317"	"0.27877524051213"	"0.999999999971976"	"0.0520838204136114"	"0.999999999979186"	"0.250218220636679"	"111795448"	"411551678.740125"	"18397333.0805385"	"127455352.789996"	"29.08"	"36.97"	"118.24"	"21.55"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5689829268681631095"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2332_c0_g1_i8.p1"	"SMED3_DN2332_c0_g1_i8.p1"	"0.000"	"42.170"	"19"	"13"	"49"	"12"	"738"	"83.1"	"6.96"	"411"	"13"	""	""	""	""	""	"SMED3_DN2332_c0_g1_i8.p1"	""	""	""	""	"0"	"1.235"	"2.840"	"0.177"	"2.301"	"0.144"	"0.062"	""	""	""	""	"0.999999999979186"	""	"8391159.58333333"	"10359393.9459043"	"23832111.4804592"	"1488387.32316294"	""	"42.97"	""	"99.68"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"20716941273572681"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4069_c0_g1_i2.p1"	"SMED3_DN4069_c0_g1_i2.p1"	"0.000"	"42.108"	"8"	"14"	"28"	"14"	"2011"	"235.5"	"5.95"	"181"	"14"	""	""	""	""	""	"SMED3_DN4069_c0_g1_i2.p1"	""	""	""	""	"0"	"0.474"	"3.665"	"0.261"	"7.736"	"0.550"	"0.071"	""	""	""	""	""	""	"2822585.9812542"	"1337173.51445318"	"10343934.5428982"	"735564.679894437"	""	""	"16.79"	""	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"1"	""
"2124470395805478599"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5198_c0_g1_i2.p1"	"SMED3_DN5198_c0_g1_i2.p1"	"0.000"	"42.067"	"13"	"12"	"34"	"12"	"1184"	"137.1"	"6.73"	"209"	"12"	""	""	""	""	""	"SMED3_DN5198_c0_g1_i2.p1"	""	""	""	""	"0"	"0.938"	"1.789"	"0.486"	"1.907"	"0.518"	"0.272"	""	""	""	""	"0.999999999979186"	""	"9137012.66666667"	"8574032.31676514"	"16346994.003676"	"4442694.36574627"	""	"60.65"	""	"6.84"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"1"	""
"8293578299317307573"	"False"	"High"	"IsMasterProtein"	"SMED3_DN117436_c0_g1_i1.p1"	"SMED3_DN117436_c0_g1_i1.p1"	"0.000"	"42.062"	"30"	"10"	"93"	"10"	"412"	"47.0"	"5.17"	"743"	"10"	""	""	""	""	""	"SMED3_DN117436_c0_g1_i1.p1"	""	""	""	""	"0"	"2.877"	"0.101"	"1.227"	"0.035"	"0.427"	"12.107"	"0.972428764189626"	"0.455014886205174"	"0.999999999971976"	"0.112418418432256"	"0.999999999979186"	"0.256451553930469"	"12223453.6409325"	"35161862.7280721"	"1238853.16640468"	"14998460.3382669"	"36.67"	"29.48"	"143.23"	"11.11"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-2312510177352210690"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2307_c0_g2_i4.p1"	"SMED3_DN2307_c0_g2_i4.p1"	"0.000"	"42.048"	"25"	"10"	"48"	"10"	"518"	"59.2"	"7.90"	"444"	"10"	""	""	""	""	""	"SMED3_DN2307_c0_g2_i4.p1"	""	""	""	""	"0"	"2.201"	"0.827"	"0.654"	"0.376"	"0.297"	"0.792"	""	""	""	""	"0.939483884470502"	""	"14566362.6666667"	"32062064.5206447"	"12039463.705517"	"9533549.40602579"	""	"29.38"	""	"65.38"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"1555453435445413518"	"False"	"High"	"IsMasterProtein"	"SMED3_DN487_c0_g2_i1.p1"	"SMED3_DN487_c0_g2_i1.p1"	"0.000"	"42.036"	"50"	"8"	"82"	"8"	"206"	"22.9"	"5.44"	"907"	"8"	""	""	""	""	""	"SMED3_DN487_c0_g2_i1.p1"	""	""	""	""	"0"	"3.530"	"1.538"	"1.528"	"0.436"	"0.433"	"0.994"	"0.568884123494254"	"0.999999997659797"	"0.999999999971976"	"0.732754643781375"	"0.999999999979186"	"0.999999999609416"	"10949501.5129264"	"38651376.348669"	"16844669.5939424"	"16735781.3302522"	"83.08"	"8.08"	"59.35"	"44.57"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5245293930925205431"	"False"	"High"	"IsMasterProtein"	"SMED3_DN131814_c0_g1_i1.p1"	"SMED3_DN131814_c0_g1_i1.p1"	"0.000"	"41.917"	"45"	"6"	"79"	"6"	"179"	"20.3"	"8.31"	"907"	"6"	""	""	""	""	""	"SMED3_DN131814_c0_g1_i1.p1"	""	""	""	""	"0"	"2.733"	"0.628"	"1.856"	"0.230"	"0.679"	"2.957"	"0.649881986099871"	""	"0.999999999971976"	""	"0.999999999979186"	""	"27782464.7275063"	"75927494.6490225"	"17434792.0300943"	"51563022.6705937"	"58.46"	"33.25"	""	"31.40"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"4393179233986515541"	"False"	"High"	"IsMasterProtein"	"SMED3_DN116017_c0_g1_i1.p1"	"SMED3_DN116017_c0_g1_i1.p1"	"0.000"	"41.895"	"70"	"5"	"112"	"5"	"107"	"11.1"	"4.63"	"1699"	"5"	""	""	""	""	""	"SMED3_DN116017_c0_g1_i1.p1"	""	""	""	""	"0"	"0.318"	"0.010"	"0.571"	"0.012"	"1.796"	"100.000"	"0.999999960808529"	"0.0162772104151827"	"0.999999999971976"	"0.0434289004283344"	"0.999999999979186"	"0.0236517354759545"	"860257823.117707"	"273446691.139624"	"3388264.17269733"	"491055637.651237"	"44.16"	"1.25"	"148.22"	"28.78"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-6648956227142233637"	"False"	"High"	"IsMasterProtein"	"SMED3_DN130_c1_g2_i1.p1"	"SMED3_DN130_c1_g2_i1.p1"	"0.000"	"41.859"	"49"	"8"	"70"	"8"	"194"	"21.4"	"7.03"	"349"	"8"	""	""	""	""	""	"SMED3_DN130_c1_g2_i1.p1"	""	""	""	""	"0"	"1.529"	"0.084"	"0.640"	"0.055"	"0.418"	"7.609"	"0.999999960808529"	"0.00830373267423591"	"0.999999999971976"	"0.0117870260038259"	"0.999999999979186"	"0.0192236847099626"	"19899465.6666667"	"30427547.6441315"	"1673321.8154791"	"12732651.9990992"	"74.22"	"21.95"	"41.49"	"5.64"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"986109789432063338"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1322_c1_g2_i2.p1"	"SMED3_DN1322_c1_g2_i2.p1"	"0.000"	"41.736"	"20"	"8"	"106"	"8"	"476"	"54.0"	"6.86"	"899"	"8"	""	""	""	""	""	"SMED3_DN1322_c1_g2_i2.p1"	""	""	""	""	"0"	"2.773"	"0.903"	"0.205"	"0.326"	"0.074"	"0.227"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.91742958505051"	"0.897212938437093"	"0.905733495160116"	"38114152.5610287"	"105697975.679764"	"34417059.7737608"	"7821883.81786177"	"60.08"	"83.41"	"23.73"	"129.30"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3480917440328539591"	"False"	"High"	"IsMasterProtein"	"SMED3_DN9400_c0_g1_i1.p1"	"SMED3_DN9400_c0_g1_i1.p1"	"0.000"	"41.702"	"7"	"8"	"119"	"8"	"1285"	"123.3"	"9.52"	"1363"	"8"	""	""	""	""	""	"SMED3_DN9400_c0_g1_i1.p1"	""	""	""	""	"0"	"0.508"	"0.245"	"0.665"	"0.482"	"1.311"	"2.721"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"493504233.404335"	"250487020.017789"	"120697051.064527"	"328393634.661902"	"83.09"	"28.11"	"8.60"	"70.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"524991998207610158"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5192_c0_g1_i17.p1"	"SMED3_DN5192_c0_g1_i17.p1"	"0.000"	"41.681"	"27"	"9"	"52"	"9"	"414"	"47.0"	"6.74"	"364"	"9"	""	""	""	""	""	"SMED3_DN5192_c0_g1_i17.p1"	""	""	""	""	"0"	"3.068"	"0.341"	"2.728"	"0.111"	"0.889"	"7.999"	"0.823455294920516"	"0.808258222818843"	"0.999999999971976"	"0.144611012079567"	"0.999999999979186"	"0.20472027390018"	"12567889.9484133"	"38561091.5831642"	"4286685.62109891"	"34289487.0776507"	"88.75"	"18.32"	"93.13"	"31.44"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"-2436429670582582442"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7351_c0_g1_i3.p1"	"SMED3_DN7351_c0_g1_i3.p1"	"0.000"	"41.656"	"34"	"6"	"97"	"6"	"203"	"23.4"	"6.54"	"1337"	"6"	""	""	""	""	""	"SMED3_DN7351_c0_g1_i3.p1"	""	""	""	""	"0"	"2.940"	"0.086"	"2.264"	"0.029"	"0.770"	"26.335"	"0.999999960808529"	"0.286177289102731"	"0.999999999971976"	"0.120145324385158"	"0.999999999979186"	"0.168286191759372"	"33249424.8498312"	"97769582.0942355"	"2858915.44743464"	"75288283.6689587"	"59.91"	"32.66"	"141.83"	"33.23"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"8402216221329643235"	"False"	"High"	"IsMasterProtein"	"SMED3_DN19649_c0_g1_i2.p1"	"SMED3_DN19649_c0_g1_i2.p1"	"0.000"	"41.614"	"31"	"8"	"86"	"8"	"363"	"42.0"	"7.81"	"880"	"8"	""	""	""	""	""	"SMED3_DN19649_c0_g1_i2.p1"	""	""	""	""	"0"	"1.240"	"0.361"	"1.264"	"0.291"	"1.020"	"3.505"	"0.883905838692876"	"0.240857013731627"	"0.999999999971976"	"0.0550803123003374"	"0.999999999979186"	"0.0562797787091647"	"30597340.8875231"	"37929737.4626479"	"11034124.2863912"	"38675136.2892186"	"44.10"	"16.11"	"11.14"	"23.36"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1917463386801214373"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4569_c0_g1_i1.p1"	"SMED3_DN4569_c0_g1_i1.p1"	"0.000"	"41.602"	"43"	"8"	"87"	"8"	"238"	"27.5"	"10.51"	"586"	"8"	""	""	""	""	""	"SMED3_DN4569_c0_g1_i1.p1"	""	""	""	""	"0"	"1.821"	"2.790"	"1.283"	"1.532"	"0.705"	"0.460"	"0.759365751316807"	"0.27475824512345"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.606707271181457"	"22901287.3333333"	"41692943.1048488"	"63886961.3175038"	"29377569.6980001"	"9.85"	"88.82"	"4.19"	"19.12"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"4151760015379803696"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5124_c0_g1_i1.p1"	"SMED3_DN5124_c0_g1_i1.p1"	"0.000"	"41.548"	"45"	"7"	"90"	"7"	"212"	"24.3"	"4.96"	"949"	"7"	""	""	""	""	""	"SMED3_DN5124_c0_g1_i1.p1"	""	""	""	""	"0"	"3.248"	"0.508"	"2.154"	"0.156"	"0.663"	"4.244"	"0.883905838692876"	"0.833302954425127"	"0.999999999971976"	"0.214587662582966"	"0.999999999979186"	"0.373713658667137"	"12481917.2204043"	"40541686.8306894"	"6336370.00135356"	"26889414.7569217"	"62.41"	"25.00"	"106.73"	"10.63"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"2442109378546749008"	"False"	"High"	"IsMasterProtein"	"SMED3_DN8130_c0_g1_i2.p1"	"SMED3_DN8130_c0_g1_i2.p1"	"0.000"	"41.516"	"34"	"5"	"45"	"5"	"198"	"22.4"	"7.49"	"490"	"5"	""	""	""	""	""	"SMED3_DN8130_c0_g1_i2.p1"	""	""	""	""	"0"	"0.838"	"1.263"	"2.265"	"1.507"	"2.701"	"1.793"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"10670438.1843677"	"8945982.0758029"	"13480129.2787062"	"24163491.3467188"	"132.51"	"137.00"	""	"93.04"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"-2797065588192051920"	"False"	"High"	"IsMasterProtein"	"SMED3_DN68538_c0_g1_i1.p1"	"SMED3_DN68538_c0_g1_i1.p1"	"0.000"	"41.509"	"61"	"9"	"57"	"9"	"216"	"24.0"	"5.91"	"345"	"9"	""	""	""	""	""	"SMED3_DN68538_c0_g1_i1.p1"	""	""	""	""	"0"	"2.667"	"0.191"	"1.747"	"0.072"	"0.655"	"9.145"	"0.999999960808529"	"0.312821960439176"	"0.999999999971976"	"0.127359928334534"	"0.999999999979186"	"0.238171893165838"	"27545549.4906454"	"73462827.5075781"	"5262303.0380563"	"48124716.9441806"	"50.79"	"43.84"	"121.54"	"21.08"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"3552987384050106319"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12432_c0_g1_i1.p1"	"SMED3_DN12432_c0_g1_i1.p1"	"0.000"	"41.487"	"60"	"8"	"83"	"8"	"138"	"15.8"	"10.13"	"1050"	"8"	""	""	""	""	""	"SMED3_DN12432_c0_g1_i1.p1"	""	""	""	""	"0"	"2.406"	"0.229"	"1.528"	"0.095"	"0.635"	"6.687"	"0.999999960808529"	"0.136285361227234"	"0.999999999971976"	"0.0509116416125244"	"0.999999999979186"	"0.103768319520062"	"121987270.846723"	"293510821.863976"	"27880027.5029416"	"186442089.403414"	"56.54"	"23.05"	"81.69"	"35.39"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6226113702082508857"	"False"	"High"	"IsMasterProtein"	"SMED3_DN22953_c0_g1_i1.p1"	"SMED3_DN22953_c0_g1_i1.p1"	"0.000"	"41.484"	"60"	"6"	"108"	"6"	"117"	"12.8"	"9.64"	"944"	"6"	""	""	""	""	""	"SMED3_DN22953_c0_g1_i1.p1"	""	""	""	""	"0"	"6.790"	"4.288"	"5.447"	"0.631"	"0.802"	"1.270"	"0.660654559064995"	"0.833302954425127"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"27741615.7617297"	"188355681.110647"	"118944867.251841"	"151096957.166197"	"113.75"	"30.90"	"19.19"	"55.64"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7864159363858200104"	"False"	"High"	"IsMasterProtein"	"SMED3_DN19974_c0_g1_i1.p1"	"SMED3_DN19974_c0_g1_i1.p1"	"0.000"	"41.445"	"26"	"12"	"67"	"12"	"440"	"51.3"	"7.15"	"779"	"12"	""	""	""	""	""	"SMED3_DN19974_c0_g1_i1.p1"	""	""	""	""	"0"	"1.322"	"0.587"	"1.173"	"0.444"	"0.887"	"1.999"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"26417090.0091698"	"34933524.9853379"	"15496542.3955508"	"30974323.4486354"	"19.62"	"25.65"	""	"21.21"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"6071955752331352065"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1089_c0_g1_i6.p1"	"SMED3_DN1089_c0_g1_i6.p1"	"0.000"	"41.429"	"35"	"10"	"61"	"10"	"384"	"43.5"	"8.97"	"531"	"10"	""	""	""	""	""	"SMED3_DN1089_c0_g1_i6.p1"	""	""	""	""	"0"	"3.686"	"0.592"	"1.548"	"0.161"	"0.420"	"2.615"	"0.951117979270503"	""	"0.999999999971976"	""	"0.999999999979186"	""	"5920305.088592"	"21819319.9320521"	"3505169.64705657"	"9166096.59302953"	"111.61"	"20.90"	""	"81.23"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"4582625224676006784"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1830_c0_g1_i14.p1"	"SMED3_DN1830_c0_g1_i14.p1"	"0.000"	"41.415"	"30"	"9"	"70"	"9"	"346"	"39.7"	"6.30"	"742"	"9"	""	""	"nucleic acid binding activity"	"Pf00076"	""	"A0A172RVR4; SMED3_DN1830_c0_g1_i14.p1"	""	"GRSF1-2"	""	""	"0"	"5.998"	"0.519"	"2.203"	"0.087"	"0.367"	"4.243"	"0.704761487477126"	"0.999999997659797"	"0.999999999971976"	"0.235671873471351"	"0.999999999979186"	"0.787246462635947"	"7663153.10339609"	"45963027.6301996"	"3978940.37049025"	"16883387.6920096"	"101.88"	"16.13"	"117.31"	"48.82"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-2582306546962144530"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6920_c0_g1_i1.p1"	"SMED3_DN6920_c0_g1_i1.p1"	"0.000"	"41.393"	"56"	"9"	"60"	"9"	"211"	"24.3"	"5.01"	"646"	"9"	""	""	""	""	""	"SMED3_DN6920_c0_g1_i1.p1"	""	""	""	""	"0"	"0.441"	"0.011"	"0.697"	"0.025"	"1.580"	"63.158"	"0.999999960808529"	"0.0145305461650027"	"0.999999999971976"	"0.0295444792411046"	"0.999999999979186"	"0.0187100695965024"	"116503867.238136"	"51368672.2768045"	"1285062.18796397"	"81161423.5429865"	"57.69"	"10.84"	"111.46"	"40.31"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-5736289212332923564"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1826_c0_g1_i2.p1"	"SMED3_DN1826_c0_g1_i2.p1"	"0.000"	"41.154"	"16"	"11"	"67"	"11"	"859"	"97.3"	"8.27"	"678"	"11"	""	""	""	""	""	"SMED3_DN1826_c0_g1_i2.p1"	""	""	""	""	"0"	"2.371"	"2.046"	"0.408"	"0.863"	"0.172"	"0.199"	"0.854346236425563"	"0.762924588247517"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.871799022698721"	"15025583.0582696"	"35620857.440378"	"30744374.5174215"	"6124745.4685631"	"84.43"	"48.84"	"23.28"	"123.46"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"1"	""
"-8697216680480655606"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6861_c0_g1_i1.p1"	"SMED3_DN6861_c0_g1_i1.p1"	"0.000"	"41.086"	"34"	"9"	"85"	"9"	"358"	"40.7"	"5.01"	"784"	"9"	""	""	""	""	""	"SMED3_DN6861_c0_g1_i1.p1"	""	""	""	""	"0"	"2.907"	"1.819"	"1.530"	"0.626"	"0.526"	"0.841"	"0.0863972894477497"	"0.0871060374360609"	"0.999999999971976"	"0.340408743475871"	"0.511656685738669"	"0.999999999609416"	"17355449.0941627"	"50457215.7922706"	"31565058.6327641"	"26561428.5786164"	"27.45"	"18.63"	"4.08"	"14.92"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
